lower,upper,layer_jump
11033,11613,26
11033,11792,34
11033,12393,66
11035,11636,27
11036,11186,6
11036,11229,8
11037,11064,1
11037,11763,33
11038,11300,11
11038,11697,30
11039,11068,1
11039,11743,32
11040,11210,7
11040,11546,22
11041,12128,50
11042,11395,15
11042,11548,22
11043,11873,37
11044,11322,12
11044,11527,21
11044,11705,30
11045,12033,45
11046,11746,32
11046,12075,47
11047,11285,10
11048,12011,44
11049,11286,10
11049,12077,47
11050,11944,41
11050,12363,63
11051,11877,37
11051,12398,66
11052,11289,10
11053,11327,12
11053,11557,22
11054,11831,35
11054,12118,49
11054,12331,61
11054,12898,105
11055,11273,9
11055,11781,33
11056,12761,94
11056,12802,97
11057,11731,31
11058,11715,30
11058,11785,33
11058,12097,48
11059,11974,42
11060,11203,6
11060,11578,23
11060,12176,52
11061,11101,2
11061,11660,27
11061,12351,62
11062,11104,2
11062,11813,34
11062,12517,74
11063,11313,11
11064,11370,13
11064,11517,20
11064,12780,95
11065,11084,1
11065,11105,2
11065,11935,40
11067,11493,19
11067,12004,43
11068,11496,19
11068,11683,28
11069,11159,4
11069,11257,8
11069,11519,20
11070,11569,22
11071,11171,4
11071,11457,17
11071,11572,22
11071,11686,28
11071,11747,31
11072,11091,1
11072,11603,24
11072,11768,32
11073,11091,1
11073,11649,26
11073,11708,29
11074,11142,3
11074,11481,18
11074,11651,26
11075,11949,40
11075,12760,93
11076,11606,24
11076,11628,25
11077,11096,1
11077,11245,7
11077,11585,23
11077,12704,88
11077,12787,95
11077,13050,121
11078,11220,6
11078,11608,24
11078,11714,29
11079,11383,13
11079,12141,49
11080,12391,64
11081,11470,17
11081,11788,32
11081,12021,43
11081,12067,45
11082,11334,11
11082,12160,50
11083,11156,3
11083,11566,21
11083,12100,47
11083,12431,67
11084,11960,40
11085,11638,25
11085,11696,28
11086,11544,20
11086,11764,31
11087,11495,18
11087,11742,30
11088,11475,17
11088,11518,19
11089,12104,47
11089,12128,48
11090,11415,14
11090,11746,30
11090,12075,45
11091,11943,39
11092,11267,7
11092,11947,39
11094,11669,26
11094,12462,68
11094,13010,116
11095,11246,6
11095,12059,44
11096,12018,42
11096,12847,99
11096,13216,147
11097,11359,11
11097,11863,34
11098,11486,17
11098,12092,46
11098,12270,56
11099,12157,49
11099,12232,54
11100,11840,33
11100,12253,55
11101,11252,6
11101,11808,32
11101,12022,42
11102,11312,9
11102,11445,15
11102,11790,31
11102,11902,36
11103,11407,13
11103,12471,68
11104,11791,31
11104,12299,57
11104,12377,62
11105,11959,39
11105,12379,62
11106,11985,40
11107,11187,3
11107,11639,24
11108,11258,6
11108,11393,12
11108,11455,15
11109,11618,23
11109,11642,24
11109,12087,45
11110,11191,3
11110,11644,24
11110,11724,28
11110,12009,41
11111,11349,10
11111,11551,19
11111,12073,44
11113,11647,24
11114,11194,3
11114,11992,40
11114,12089,45
11115,11574,20
11115,11709,27
11115,11730,28
11116,11242,5
11116,12133,47
11116,12595,77
11116,12628,80
11117,11482,16
11117,11966,39
11118,11945,38
11118,12326,58
11118,12538,73
11119,11268,6
11119,12014,41
11120,11462,15
11120,11652,24
11121,11270,6
11121,11776,30
11122,11271,6
11122,12040,42
11122,12835,97
11122,12933,105
11123,11606,22
11124,11401,12
11124,12230,53
11125,11864,33
11126,11248,5
11126,12120,46
11126,12188,50
11127,11785,30
11129,11204,3
11129,11865,33
11129,12221,52
11129,12277,55
11130,11446,14
11130,12779,92
11131,11448,14
11131,11813,31
11131,12025,41
11132,11980,39
11133,12180,49
11133,12691,84
11134,11341,9
11135,11474,15
11135,11722,27
11136,11617,22
11136,12649,81
11137,11745,28
11138,11872,33
11139,11285,6
11139,11322,8
11141,11396,11
11141,12868,99
11142,11197,2
11142,11946,37
11143,11993,39
11144,11827,31
11144,12438,65
11145,11377,10
11145,11969,38
11145,13151,133
11148,11218,3
11148,11378,10
11148,12881,100
11149,11423,12
11149,12216,51
11150,11861,32
11150,11896,34
11151,11997,39
11151,12909,102
11152,11539,17
11152,11732,27
11153,11252,4
11153,11333,8
11153,11718,26
11153,12022,40
11154,11449,13
11154,12588,75
11155,11226,3
11155,11847,31
11156,11407,11
11156,11565,18
11157,11698,25
11157,11741,27
11158,11188,1
11158,11494,15
11159,11499,15
11160,11280,5
11160,11410,11
11160,11500,15
11161,11374,9
11161,12591,75
11162,11989,38
11162,12070,42
11163,11684,24
11163,11703,25
11163,12008,39
11164,11414,11
11164,11685,24
11165,11413,11
11165,12010,39
11166,11665,23
11166,11705,25
11167,12074,42
11167,12383,60
11169,11238,3
11169,12034,40
11170,11572,18
11171,11286,5
11171,11823,30
11172,11624,21
11172,12131,45
11173,11438,12
11174,11418,11
11174,12185,48
11174,12327,56
11175,11556,17
11175,12364,58
11176,11534,16
11176,11604,20
11176,12437,64
11177,11607,20
11177,11629,21
11178,11537,16
11178,12610,76
11180,11384,9
11180,12093,43
11182,11660,22
11182,12612,76
11183,11447,12
11183,11470,13
11183,11788,28
11184,11695,24
11184,11737,26
11185,11758,27
11186,12161,46
11187,11277,4
11187,11543,16
11187,11598,19
11187,11697,24
11189,11373,8
11189,12005,38
11190,11723,25
11190,11889,32
11190,12031,39
11191,12032,39
11191,12259,52
11192,11852,30
11192,12072,41
11193,11303,5
11193,11550,16
11193,12306,54
11194,11480,13
11194,12111,43
11196,11266,3
11196,12056,40
11196,12134,44
11197,11877,31
11198,11307,5
11198,11328,6
11198,11879,31
11199,11401,9
11199,11896,32
11201,12064,40
11202,11511,14
11202,12144,44
11203,11733,25
11203,12315,54
11204,11513,14
11204,12390,59
11205,11677,22
11205,12492,66
11205,12506,67
11206,11562,16
11206,11736,25
11207,11680,22
11207,11740,25
11207,11985,36
11209,11498,13
11209,12205,48
11210,12029,38
11211,11262,2
11211,11524,14
11212,11238,1
11212,11350,6
11212,11798,27
11212,11874,30
11212,12183,46
11212,12208,48
11213,11285,3
11213,12211,48
11214,11460,11
11214,12110,42
11216,11772,26
11216,11805,27
11217,12136,43
11218,12554,70
11218,12872,96
11219,12291,52
11220,11608,18
11220,11672,21
11221,11384,7
11222,11294,3
11222,11386,7
11223,11510,13
11224,11511,13
11225,11659,20
11225,11692,22
11225,12021,37
11225,12067,39
11226,11867,29
11227,11369,6
11227,11635,19
11227,11983,35
11228,11255,1
11228,11337,5
11228,11611,18
11228,11720,23
11229,11429,9
11229,11720,23
11229,12161,44
11230,11542,14
11230,11887,30
11230,12496,65
11231,11430,9
11231,11681,21
11231,12318,53
11232,11637,19
11232,11850,28
11233,11259,1
11233,11455,10
11234,11642,19
11234,11700,22
11234,12105,41
11235,11701,22
11235,11990,35
11236,11570,15
11236,11619,18
11236,11989,35
11237,11581,16
11237,12361,55
11238,11264,1
11238,12475,63
11239,11620,18
11239,12425,60
11240,11623,18
11240,11941,33
11241,11574,15
11241,11730,23
11241,12111,41
11241,12363,55
11242,11353,5
11242,12197,46
11242,12665,78
11243,11805,26
11243,12115,41
11244,11271,1
11244,11291,2
11244,11970,34
11244,12985,107
11245,11780,25
11245,12402,58
11245,12490,64
11246,11443,9
11246,12313,52
11247,11834,27
11247,12406,58
11247,12491,64
11247,12997,108
11248,11385,6
11248,11487,11
11249,11590,16
11249,12096,40
11249,12199,46
11249,12252,49
11250,11388,6
11250,11539,13
11251,12275,50
11252,11660,19
11252,12545,68
11253,11693,21
11253,12507,65
11254,11811,26
11254,11980,34
11255,11390,6
11255,11679,20
11255,12472,62
11256,12239,48
11257,11497,11
11257,11794,25
11258,11278,1
11258,12005,35
11259,11616,17
11259,12086,39
11260,11280,1
11260,11315,3
11263,11872,28
11263,12010,35
11264,11798,25
11264,12076,38
11265,11750,23
11265,12488,63
11266,11729,22
11266,12132,41
11267,11650,18
11267,11800,25
11268,12246,48
11268,12489,63
11269,12387,56
11269,12439,60
11270,11691,20
11270,11922,31
11271,12907,97
11272,13010,109
11273,11328,3
11273,12119,40
11274,11591,15
11274,12658,76
11275,11335,3
11275,11810,25
11275,12193,44
11275,12369,54
11276,11337,3
11276,11720,21
11276,11884,28
11276,12161,42
11277,11615,16
11277,11741,22
11278,11393,5
11278,11520,11
11279,11345,3
11279,11432,7
11280,11962,32
11281,11320,2
11281,11395,5
11281,12009,34
11282,11685,19
11282,12107,39
11283,12033,35
11284,11303,1
11284,11416,6
11284,11854,26
11285,11458,8
11285,11528,11
11285,11940,31
11286,11648,17
11287,11707,20
11287,12416,57
11288,11804,24
11288,12135,40
11288,13240,145
11289,11653,17
11290,12116,39
11291,12542,66
11292,11507,10
11293,11609,15
11294,12524,65
11295,11661,17
11295,12192,43
11296,11427,6
11296,12297,49
11297,12297,49
11297,12529,65
11298,11428,6
11298,12201,44
11298,12574,68
11299,11759,22
11299,11979,32
11299,12516,64
11301,11640,16
11301,11742,21
11301,12028,34
11302,11766,22
11303,11892,27
11304,11354,2
11304,12725,80
11305,11689,18
11305,12214,44
11305,12822,88
11306,11378,3
11306,11422,5
11306,11654,16
11307,11467,7
11307,11879,26
11308,11560,11
11308,12403,55
11309,11897,27
11309,12669,75
11309,12998,105
11310,11787,22
11310,11840,24
11311,12023,33
11311,12125,38
11311,12391,54
11312,12000,32
11312,12177,41
11313,11407,4
11313,11565,11
11314,11818,23
11314,12238,45
11315,11345,1
11315,11432,5
11316,11522,9
11316,11962,30
11316,12650,73
11317,11456,6
11317,12103,37
11317,12604,69
11318,12087,36
11319,12150,39
11320,11963,30
11320,12259,46
11321,11348,1
11322,11528,9
11322,11822,23
11323,11457,6
11323,11686,17
11324,11355,1
11324,12261,46
11325,11773,21
11325,12170,40
11326,11711,18
11327,11691,17
11328,12229,44
11329,11357,1
11330,11833,23
11331,11538,9
11331,11997,31
11332,12275,46
11333,11368,1
11333,11594,12
11333,12573,66
11334,11734,19
11334,12350,50
11335,11632,14
11335,12049,33
11335,12124,37
11336,11984,30
11336,12840,88
11337,11613,13
11337,12674,74
11338,11636,14
11338,11815,22
11339,11452,5
11340,12101,36
11341,11936,28
11342,11681,16
11342,12318,48
11343,11392,2
11344,11615,13
11344,12002,31
11345,11545,9
11346,11412,3
11346,11600,12
11346,12030,32
11347,11569,10
11347,11820,22
11348,11725,18
11349,11726,18
11349,11821,22
11349,12208,42
11350,11645,14
11350,11727,18
11350,12339,49
11351,12011,31
11352,11622,13
11352,11728,18
11352,11797,21
11353,12616,69
11353,12628,70
11354,12326,48
11355,11483,6
11355,11993,30
11356,12421,54
11358,11608,12
11358,11672,15
11359,11863,23
11360,12094,35
11361,11386,1
11361,12061,33
11361,12157,38
11362,11402,2
11363,12063,33
11363,12174,39
11364,11753,19
11364,11910,26
11364,11974,29
11364,12631,70
11365,11388,1
11365,11910,26
11366,12043,32
11366,12082,34
11367,11425,3
11367,12158,38
11367,12200,41
11368,11718,17
11368,11911,26
11368,12274,45
11369,11761,19
11369,12182,39
11370,11452,4
11370,12280,45
11371,11614,12
11371,12162,38
11371,12319,47
11372,11392,1
11372,12003,30
11373,11477,5
11374,11600,11
11376,11416,2
11376,11905,25
11377,12288,45
11377,12386,51
11377,12400,52
11378,12597,66
11380,12500,59
11381,12187,39
11382,12750,79
11382,12944,95
11382,12996,102
11383,12670,72
11384,11731,17
11385,12042,31
11385,12188,39
11386,12081,33
11386,12524,61
11387,11589,10
11387,11956,27
11387,12020,30
11387,12503,59
11388,12173,38
11388,12272,44
11389,11447,3
11390,11634,12
11390,11903,24
11390,12635,69
11392,11682,14
11393,11499,5
11394,11871,22
11394,11872,22
11394,12323,46
11395,11548,7
11395,12260,43
11396,12227,41
11397,12906,91
11398,12140,35
11398,12668,71
11399,12802,82
11400,11925,25
11400,12405,51
11401,12268,43
11402,12156,36
11403,11898,23
11403,12612,66
11404,11445,2
11404,12296,44
11405,11427,1
11406,11490,4
11406,12507,58
11407,12431,53
11408,11846,20
11408,12204,39
11409,11885,22
11409,12223,40
11409,12433,53
11411,12104,33
11412,11744,16
11412,11819,19
11412,12473,55
11413,12010,28
11414,11665,12
11414,12129,34
11415,12361,47
11415,12414,51
11416,11938,25
11417,11479,3
11417,11602,9
11417,13004,101
11418,11770,17
11418,12343,46
11419,12080,31
11419,12514,58
11419,12871,87
11420,12312,44
11420,12542,60
11421,11535,5
11421,11776,17
11422,12597,64
11422,12814,82
11423,11833,19
11423,12543,60
11424,11444,1
11424,12406,50
11425,11489,3
11425,12063,30
11426,12348,46
11426,12622,66
11428,11562,6
11429,12050,29
11429,12472,54
11430,11542,5
11430,11887,21
11430,12001,27
11431,11493,3
11431,11640,10
11431,12396,49
11433,11745,15
11433,12337,45
11434,11725,14
11434,11746,15
11435,12131,33
11435,12153,34
11436,11947,24
11436,12114,32
11436,12539,59
11437,12080,30
11437,12328,44
11438,11772,16
11439,11484,2
11439,11775,16
11440,11806,17
11440,12906,89
11441,11535,4
11441,11950,24
11443,11781,16
11443,12609,64
11444,12712,73
11444,12885,87
11445,12000,26
11446,12741,75
11447,12024,27
11448,11580,6
11448,12447,52
11449,12480,54
11449,12589,62
11450,12203,37
11450,12644,67
11451,11814,17
11451,12299,42
11451,12377,47
11451,12717,73
11452,12127,32
11453,11987,25
11454,11816,17
11454,11848,18
11455,11499,2
11455,11616,8
11456,11522,3
11458,11552,4
11458,11748,14
11459,11905,21
11459,12285,41
11460,12594,62
11462,12460,52
11462,12478,53
11463,11534,3
11463,11828,17
11463,12248,39
11463,12523,57
11464,12136,32
11464,12287,41
11465,11577,5
11465,11829,17
11465,12138,32
11465,12311,42
11466,12570,60
11466,12598,62
11466,12608,63
11467,11560,4
11467,12229,38
11468,12218,37
11469,12043,27
11469,12144,32
11470,11513,2
11470,12602,62
11471,11977,24
11472,11884,19
11472,12161,33
11473,11492,1
11473,11869,18
11473,11986,24
11474,12003,25
11475,11520,2
11475,11793,15
11476,12102,30
11476,12258,39
11477,12005,25
11478,12165,33
11478,12337,43
11478,12757,75
11479,12012,25
11479,12374,45
11479,12993,97
11480,12735,73
11481,11802,15
11481,11946,22
11482,12436,50
11482,12758,75
11484,11920,21
11484,12247,38
11485,12332,42
11485,12619,63
11486,12269,39
11487,12042,26
11487,12584,60
11488,11630,7
11488,12803,78
11490,12691,68
11491,12575,59
11492,11514,1
11492,12508,54
11492,12647,65
11493,11961,22
11493,12321,41
11494,11793,14
11495,12205,35
11495,12380,45
11496,12004,24
11496,12085,28
11497,11699,10
11497,12381,45
11498,12531,56
11499,11519,1
11500,11546,2
11500,11962,22
11501,11888,18
11502,12057,26
11502,12514,54
11502,12538,56
11503,11653,7
11503,12058,26
11504,12438,49
11505,11878,17
11505,12137,30
11505,12642,64
11506,11535,1
11506,11584,4
11508,12571,58
11508,12705,69
11508,13209,127
11509,11952,21
11509,11972,22
11509,12658,65
11510,12083,27
11511,11786,13
11511,12122,29
11512,11674,8
11512,11787,13
11513,12467,50
11514,11869,16
11514,12394,45
11514,12818,78
11515,11985,22
11515,12356,42
11516,12279,38
11516,12303,39
11516,12483,51
11517,12051,25
11517,12280,38
11517,12842,80
11518,11793,13
11519,11616,5
11519,11794,13
11520,12005,23
11521,12006,23
11521,12940,88
11522,12103,28
11523,11571,2
11523,12150,30
11525,11570,2
11525,11619,5
11525,12053,25
11525,12338,41
11526,11725,10
11526,11746,11
11527,11822,14
11527,11914,19
11528,11552,1
11528,11822,14
11529,11906,18
11529,12076,26
11529,12211,34
11530,11876,16
11531,11668,7
11531,11771,12
11531,12185,32
11531,12215,34
11532,11826,14
11532,12653,64
11533,11773,12
11533,11827,14
11533,12951,89
11534,12090,27
11534,12680,66
11535,11777,12
11536,12404,45
11537,12572,57
11537,12599,59
11539,11590,3
11539,12173,31
11539,12199,33
11540,12064,25
11541,11984,21
11541,12840,79
11543,11615,4
11544,11850,14
11544,12257,36
11546,12029,23
11546,12639,62
11547,11871,15
11547,11889,16
11548,11873,15
11549,11704,8
11549,12166,30
11549,12195,32
11550,11852,14
11550,12372,42
11551,12226,34
11552,11646,5
11552,11748,10
11552,11797,12
11552,12153,29
11553,12616,60
11554,12113,27
11554,12696,66
11555,11967,20
11555,12327,39
11555,12860,80
11556,11826,13
11556,12917,85
11557,11691,7
11557,11922,18
11558,11880,15
11558,12582,57
11558,12824,77
11558,13127,112
11559,12463,48
11560,12464,48
11561,11954,19
11561,12095,26
11561,12143,28
11561,12630,61
11562,12201,32
11563,12194,31
11563,12865,80
11564,11983,20
11566,12237,34
11567,11869,14
11567,12394,43
11567,12636,61
11567,12794,74
11568,11870,14
11568,12238,34
11569,12070,24
11570,11989,20
11571,12088,25
11571,12305,37
11572,11601,2
11573,11916,17
11573,12054,23
11573,12384,42
11573,12970,90
11574,12089,25
11575,12385,42
11575,12458,47
11576,12091,25
11577,11969,19
11577,12461,47
11578,12234,33
11579,11719,7
11579,12046,22
11580,12559,54
11581,12074,23
11581,12721,67
11582,11649,3
11582,11946,17
11582,12341,38
11583,12458,46
11583,12666,62
11584,11777,9
11585,12490,48
11585,12617,58
11585,13050,98
11586,12060,22
11586,12739,68
11587,11712,6
11587,11951,17
11587,12684,63
11587,12967,88
11588,12270,34
11588,12706,65
11588,12825,75
11589,12218,31
11590,12096,24
11591,11785,9
11591,12097,24
11592,12064,22
11592,12315,36
11593,11676,4
11593,11975,18
11593,12190,29
11593,12335,37
11594,11911,15
11594,12045,21
11594,12254,33
11595,11931,16
11595,12048,21
11596,12589,55
11596,12644,60
11597,11886,13
11597,12101,24
11597,12731,67
11598,11639,2
11598,11851,11
11599,12206,30
11599,12531,51
11600,12423,43
11600,12591,55
11601,11747,7
11602,11894,13
11603,11943,16
11603,12036,20
11603,12212,30
11604,12568,53
11604,12652,60
11605,12345,37
11607,12059,21
11607,12265,33
11610,11717,5
11610,12046,20
11611,11679,3
11611,11845,10
11611,12674,61
11612,11738,6
11612,12204,29
11612,12950,84
11613,11884,12
11613,13261,135
11614,11637,1
11614,11849,10
11614,12319,35
11614,12454,44
11615,12084,22
11616,12336,36
11617,12322,35
11617,12756,68
11618,12071,21
11618,12106,23
11618,12485,46
11619,11643,1
11619,11890,12
11620,12309,34
11621,11706,4
11621,11893,12
11621,11991,17
11621,12035,19
11622,11941,15
11622,12168,26
11623,11856,10
11623,12476,45
11624,12131,24
11625,12312,34
11625,12667,60
11625,12773,69
11626,11921,14
11626,12139,24
11626,12420,41
11627,11711,4
11627,12290,33
11627,12596,54
11629,11833,9
11629,12265,32
11630,12172,26
11631,11676,2
11631,12335,35
11631,12526,49
11631,12613,55
11632,11662,1
11632,12176,26
11632,12369,37
11633,11846,9
11633,11981,16
11634,11739,5
11634,11903,12
11634,12181,26
11634,12430,42
11634,12912,80
11635,11761,6
11635,12450,43
11635,12623,56
11636,12279,32
11637,12358,36
11638,12359,36
11640,11961,15
11640,12412,40
11641,11699,3
11641,11743,5
11641,12879,77
11642,12106,22
11642,12434,42
11643,11988,16
11644,11767,6
11644,11904,12
11644,12260,31
11645,11991,16
11645,12035,18
11645,12307,33
11646,11728,4
11646,11797,7
11648,11823,8
11648,12077,20
11648,12513,47
11649,12418,40
11650,11857,9
11650,11875,10
11651,11802,7
11652,11805,7
11652,12460,43
11653,11907,12
11653,12330,34
11654,12015,17
11655,11832,8
11655,12154,24
11655,12749,66
11655,13062,97
11656,12041,18
11656,12656,58
11657,12619,55
11657,12670,59
11657,13057,96
11658,12271,31
11658,12346,35
11658,13129,107
11659,11754,5
11659,12220,28
11659,12778,68
11660,13014,91
11661,12159,24
11662,11733,4
11662,12124,22
11662,12145,23
11663,11790,6
11663,11902,11
11663,11913,12
11663,12924,80
11664,12069,19
11664,12590,52
11665,12151,23
11665,12167,24
11666,12285,31
11666,12416,39
11667,11801,6
11667,12616,54
11668,11857,8
11668,12375,36
11669,12570,50
11669,12737,64
11670,11778,5
11671,11834,7
11671,12491,44
11671,12728,63
11671,12883,76
11673,11717,2
11673,12044,17
11674,12158,23
11675,12064,18
11675,12192,25
11675,12315,32
11676,12222,27
11677,11736,3
11677,12236,28
11678,11932,12
11678,12634,55
11678,12765,66
11679,11760,4
11679,11903,10
11680,12148,22
11680,12793,68
11682,12003,15
11682,12359,34
11683,11743,3
11683,12085,19
11683,12796,68
11684,11937,12
11684,12207,26
11685,12129,21
11685,12324,32
11686,11823,6
11686,12152,22
11687,12735,63
11687,12771,66
11688,11992,14
11688,12089,19
11689,12310,31
11690,11919,11
11690,12438,40
11692,11754,3
11692,12392,36
11692,12429,39
11693,11930,11
11693,12888,75
11694,12068,17
11694,12256,28
11694,12840,71
11695,11933,11
11696,12359,33
11697,11851,6
11698,12028,15
11698,12320,31
11699,12820,69
11700,12163,22
11700,12240,27
11701,11820,5
11701,12532,46
11702,12165,22
11703,12072,17
11703,12486,42
11704,12032,15
11705,11914,10
11705,12151,21
11706,11799,4
11706,12196,24
11706,12579,49
11707,11915,10
11707,12931,78
11708,11825,5
11708,11943,11
11708,12418,37
11709,11858,6
11709,11876,7
11710,11948,11
11710,12228,26
11710,12344,32
11711,12581,49
11712,12610,51
11712,12838,70
11713,12266,28
11715,12219,25
11715,12295,29
11715,12347,32
11716,11898,8
11716,12715,60
11718,12545,46
11718,12816,68
11719,12574,48
11719,12672,56
11720,12472,40
11721,12237,26
11721,12356,32
11722,12003,13
11722,12359,32
11723,12165,21
11723,12473,40
11724,11767,2
11724,12821,68
11726,11853,5
11726,12073,16
11726,12183,22
11727,11874,6
11727,12035,14
11727,12511,43
11728,12153,20
11729,12213,24
11729,12426,37
11730,11858,5
11730,12537,45
11731,12093,17
11732,12199,23
11733,12176,21
11733,12276,27
11734,11912,8
11734,12047,14
11735,11789,2
11735,12160,20
11735,12948,78
11736,12201,23
11736,12492,41
11737,11933,9
11737,12236,25
11738,12223,24
11738,12830,68
11739,12181,21
11739,12647,53
11739,12675,55
11740,11762,1
11740,12378,33
11740,12793,65
11741,12084,16
11741,12320,29
11742,11961,10
11742,12380,33
11743,12879,72
11744,12564,46
11744,12676,55
11745,11891,6
11748,11940,9
11748,12013,12
11749,12077,15
11749,12340,30
11749,12858,70
11750,12197,22
11750,12915,75
11751,12656,53
11751,12739,60
11752,12173,20
11752,12272,26
11752,12443,37
11752,12713,58
11753,12273,26
11753,12660,53
11753,12714,58
11754,12505,41
11754,12557,45
11755,11865,4
11755,12066,14
11755,12221,23
11755,12643,52
11756,11976,10
11756,12045,13
11756,12123,17
11757,11839,3
11757,12234,24
11757,12700,56
11758,11844,3
11758,11931,8
11758,12603,48
11759,12026,12
11759,12317,28
11760,11845,3
11760,11934,8
11760,12179,20
11761,12495,40
11761,12518,42
11762,11985,10
11762,12356,30
11762,12378,32
11763,12149,18
11763,12780,63
11764,12257,25
11764,12396,33
11765,12088,15
11765,12107,16
11766,12195,21
11767,11964,9
11767,12413,34
11768,11906,6
11768,12036,12
11768,12169,19
11769,11895,5
11769,11992,10
11770,12134,17
11770,12215,22
11771,11947,8
11771,12114,16
11773,12759,61
11774,12328,28
11774,12652,52
11775,11920,7
11776,11922,7
11777,11950,8
11779,12570,45
11780,12264,25
11780,12368,30
11780,12882,71
11781,12119,16
11781,12815,65
11782,12873,70
11782,12919,74
11782,13178,109
11783,11862,3
11783,11926,7
11783,12388,32
11783,12899,72
11784,11927,7
11784,12998,83
11786,12082,14
11787,12158,18
11787,12708,56
11788,12024,11
11788,12689,54
11789,11930,7
11789,13096,96
11790,12353,29
11790,12549,43
11790,12988,82
11791,11813,1
11791,12298,26
11791,12432,35
11792,11884,4
11794,12336,28
11794,12381,31
11795,12104,15
11795,12163,18
11796,11821,1
11796,12034,11
11797,11822,1
11797,12108,15
11797,12168,18
11798,11874,3
11798,12510,40
11799,12130,16
11799,12308,26
11799,12325,27
11800,11875,3
11800,12055,12
11800,12896,71
11801,11966,8
11801,12846,67
11803,11993,9
11803,12038,11
11803,12477,37
11804,13169,106
11805,11948,7
11806,13069,91
11807,11880,3
11807,12824,65
11807,12986,81
11808,11841,1
11808,12351,28
11808,12480,37
11809,11978,8
11809,12159,17
11809,12446,35
11810,12278,24
11810,12700,54
11811,11899,4
11811,12548,42
11811,12889,70
11812,11901,4
11812,12178,18
11812,12370,29
11812,12411,32
11813,12877,69
11814,12577,44
11814,12890,70
11814,12911,72
11815,12279,24
11816,11987,8
11816,12281,24
11817,12052,11
11817,12357,28
11817,12833,65
11818,12239,22
11818,12744,58
11819,12030,10
11819,12031,10
11819,12519,40
11820,12070,12
11820,12497,38
11821,12475,36
11822,12209,20
11822,12283,24
11823,12152,16
11824,12152,16
11824,12799,62
11825,12245,22
11825,12398,31
11825,12435,34
11826,12419,32
11826,13144,101
11827,12438,34
11827,12977,79
11828,11859,1
11828,12569,43
11828,13207,112
11829,12906,71
11829,12918,72
11830,12040,10
11830,12933,73
11830,13035,85
11830,13112,97
11831,12154,16
11831,13062,89
11832,11880,2
11833,12683,52
11834,12705,54
11835,12093,13
11835,12706,54
11836,12142,15
11836,12621,47
11836,12902,70
11837,11882,2
11837,12061,11
11837,12081,12
11837,12098,13
11838,12083,12
11838,12296,24
11838,12903,70
11839,12671,51
11840,12708,54
11841,12022,9
11841,12316,25
11841,12947,74
11842,12126,14
11842,12481,36
11843,12027,9
11843,12548,41
11844,12027,9
11844,12955,75
11845,11958,6
11845,12949,74
11846,12766,59
11847,11867,1
11847,12575,43
11848,12281,23
11848,12453,34
11849,12239,21
11849,12743,57
11850,12358,27
11850,12638,48
11852,12382,29
11852,12520,39
11853,12243,21
11853,12339,26
11853,12784,60
11854,11892,2
11854,11938,5
11854,12535,40
11855,12075,11
11855,12614,46
11855,12664,50
11856,11915,4
11856,12942,73
11857,12056,10
11857,12457,34
11858,11944,5
11859,12365,27
11859,12654,49
11859,13126,98
11860,12465,34
11860,12618,46
11861,12216,19
11861,12611,45
11862,12555,41
11862,12961,75
11863,11881,1
11863,12250,21
11864,12141,14
11865,12277,22
11865,12444,33
11866,12068,10
11866,12147,14
11867,11982,6
11868,12194,17
11868,12393,29
11869,12496,36
11870,11960,5
11870,12637,47
11871,12225,19
11871,12533,39
11872,12455,33
11873,11904,2
11873,12260,21
11874,12415,30
11875,12457,33
11875,12845,64
11877,11946,4
11877,12341,25
11878,11968,5
11878,12994,79
11879,12229,19
11880,12749,56
11881,12231,19
11881,12250,20
11882,11909,2
11882,12659,48
11882,12804,60
11883,11982,5
11883,12422,30
11885,12279,21
11885,12394,28
11885,12794,59
11886,12379,27
11886,12927,70
11887,12452,32
11887,12636,46
11888,12164,14
11888,12564,40
11889,12225,18
11889,12474,33
11890,11988,5
11890,12071,9
11890,12338,24
11891,12337,24
11892,12306,22
11892,12521,37
11893,12244,19
11893,12579,41
11893,12722,53
11894,12565,40
11894,13004,79
11896,12268,20
11896,12611,43
11897,12293,21
11897,12583,41
11897,12900,67
11898,13038,82
11899,12352,24
11900,12048,7
11900,12277,20
11901,12049,7
11901,12124,11
11901,12468,32
11902,12177,14
11902,12828,61
11903,11934,2
11904,11964,3
11905,11938,2
11905,12551,38
11906,12109,10
11906,12456,31
11907,12058,7
11907,12540,37
11908,12264,19
11908,12368,24
11908,12376,25
11908,13312,137
11909,11973,3
11909,12098,9
11909,12661,46
11910,12272,19
11911,12175,13
11911,12191,14
11912,12222,16
11912,12662,46
11913,12530,36
11913,12550,37
11913,12988,76
11914,12283,19
11914,12373,24
11915,13074,86
11916,12615,42
11916,12976,74
11917,12112,9
11917,12363,23
11917,12385,25
11918,12038,5
11918,12398,26
11918,12626,43
11919,12247,17
11919,12438,29
11920,12330,21
11921,11994,3
11921,12367,23
11923,12186,13
11923,12421,27
11924,12198,14
11924,12291,19
11925,12996,76
11926,12669,46
11927,12901,65
11928,12042,5
11928,12156,11
11928,12584,39
11929,12094,8
11929,12408,26
11929,12442,29
11930,13228,111
11931,12255,17
11931,12632,43
11932,12448,29
11932,12925,67
11933,12529,35
11934,12202,14
11934,12430,28
11935,11959,1
11935,11960,1
11935,12841,60
