id,layer,min_m,max_m,cells,area_km2
694,3,15,20,1,2.7987210548456076
697,3,15,20,1,2.7987210548456076
928,4,20,25,1,2.7987210548456076
1147,5,25,30,1,2.7987210548456076
1148,5,25,30,1,2.7987210548456076
1345,6,30,35,1,2.7987210548456076
1346,6,30,35,1,2.7987210548456076
1347,6,30,35,1,2.7987210548456076
1661,8,40,45,1,2.7987210548456076
1662,8,40,45,1,2.7987210548456076
1663,8,40,45,1,2.7987210548456076
1793,9,45,50,1,2.7987210548456076
1794,9,45,50,1,2.7987210548456076
1921,10,50,55,1,2.7987210548456076
2041,11,55,60,1,2.7987210548456076
2353,14,70,75,1,2.7987210548456076
2354,14,70,75,1,2.7987210548456076
2641,17,85,90,1,2.7987210548456076
2729,18,90,95,1,2.7987210548456076
5182,56,280,285,1,2.7987210548456076
6110,75,375,380,1,2.7987210548456076
6444,83,415,420,1,2.7987210548456076
6754,91,455,460,1,2.7987210548456076
6827,93,465,470,1,2.7987210548456076
7044,99,495,500,1,2.7987210548456076
7420,109,545,550,1,2.7987210548456076
7601,114,570,575,1,2.7987210548456076
7849,121,605,610,1,2.7987210548456076
8226,131,655,660,1,2.7987210548456076
8537,138,690,695,1,2.7987210548456076
8658,141,705,710,1,2.7987210548456076
9024,151,755,760,1,2.7987210548456076
9540,166,830,835,1,2.7987210548456076
10364,190,950,955,1,2.7987210548456076
10665,198,990,995,1,2.7987210548456076
10693,199,995,1000,1,2.7987210548456076
10806,202,1010,1015,1,2.7987210548456076
11012,208,1040,1045,1,2.7987210548456076
11153,213,1065,1070,1,2.7987210548456076
11312,218,1090,1095,1,2.7987210548456076
11631,229,1145,1150,1,2.7987210548456076
11910,239,1195,1200,1,2.7987210548456076
11911,239,1195,1200,1,2.7987210548456076
12016,244,1220,1225,1,2.7987210548456076
12299,255,1275,1280,1,2.7987210548456076
12300,255,1275,1280,1,2.7987210548456076
12499,264,1320,1325,1,2.7987210548456076
12943,284,1420,1425,1,2.7987210548456076
13185,296,1480,1485,1,2.7987210548456076
13316,304,1520,1525,1,2.7987210548456076
13623,324,1620,1625,1,2.7987210548456076
13669,327,1635,1640,1,2.7987210548456076
14141,371,1855,1860,1,2.7987210548456076
14242,386,1930,1935,1,2.7987210548456076
14345,408,2040,2045,1,2.7987210548456076
14475,461,2305,2310,1,2.7987210548456076
14478,463,2315,2320,1,2.7987210548456076
14551,535,2675,2680,1,2.7987210548456076
452,2,10,15,1,2.7987210548408354
453,2,10,15,1,2.7987210548408354
695,3,15,20,1,2.7987210548408354
696,3,15,20,1,2.7987210548408354
1146,5,25,30,1,2.7987210548408354
1150,5,25,30,1,2.7987210548408354
1341,6,30,35,1,2.7987210548408354
1342,6,30,35,1,2.7987210548408354
1343,6,30,35,1,2.7987210548408354
1344,6,30,35,1,2.7987210548408354
1511,7,35,40,1,2.7987210548408354
1795,9,45,50,1,2.7987210548408354
2266,13,65,70,1,2.7987210548408354
2352,14,70,75,1,2.7987210548408354
2554,16,80,85,1,2.7987210548408354
2895,20,100,105,1,2.7987210548408354
4634,46,230,235,1,2.7987210548408354
4748,48,240,245,1,2.7987210548408354
5840,69,345,350,1,2.7987210548408354
6405,82,410,415,1,2.7987210548408354
7313,106,530,535,1,2.7987210548408354
7672,116,580,585,1,2.7987210548408354
7815,120,600,605,1,2.7987210548408354
7951,124,620,625,1,2.7987210548408354
8024,126,630,635,1,2.7987210548408354
8353,134,670,675,1,2.7987210548408354
8443,136,680,685,1,2.7987210548408354
8536,138,690,695,1,2.7987210548408354
8734,143,715,720,1,2.7987210548408354
10059,181,905,910,1,2.7987210548408354
10258,187,935,940,1,2.7987210548408354
10694,199,995,1000,1,2.7987210548408354
10844,203,1015,1020,1,2.7987210548408354
11094,211,1055,1060,1,2.7987210548408354
11596,228,1140,1145,1,2.7987210548408354
12147,249,1245,1250,1,2.7987210548408354
12362,258,1290,1295,1,2.7987210548408354
12523,265,1325,1330,1,2.7987210548408354
12843,280,1400,1405,1,2.7987210548408354
12895,282,1410,1415,1,2.7987210548408354
13264,301,1505,1510,1,2.7987210548408354
13295,303,1515,1520,1,2.7987210548408354
13471,313,1565,1570,1,2.7987210548408354
13559,319,1595,1600,1,2.7987210548408354
13569,320,1600,1605,1,2.7987210548408354
13836,341,1705,1710,1,2.7987210548408354
14231,384,1920,1925,1,2.7987210548408354
14392,421,2105,2110,1,2.7987210548408354
14514,489,2445,2450,1,2.7987210548408354
14518,492,2460,2465,1,2.7987210548408354
449,2,10,15,1,2.7981418402705827
924,4,20,25,1,2.7981418402705827
926,4,20,25,1,2.7981418402705827
927,4,20,25,1,2.7981418402705827
1145,5,25,30,1,2.7981418402705827
1340,6,30,35,1,2.7981418402705827
1509,7,35,40,1,2.7981418402705827
1790,9,45,50,1,2.7981418402705827
1791,9,45,50,1,2.7981418402705827
1792,9,45,50,1,2.7981418402705827
1919,10,50,55,1,2.7981418402705827
2155,12,60,65,1,2.7981418402705827
2640,17,85,90,1,2.7981418402705827
2983,21,105,110,1,2.7981418402705827
3068,22,110,115,1,2.7981418402705827
6020,73,365,370,1,2.7981418402705827
6896,95,475,480,1,2.7981418402705827
7080,100,500,505,1,2.7981418402705827
7150,102,510,515,1,2.7981418402705827
7987,125,625,630,1,2.7981418402705827
8106,128,640,645,1,2.7981418402705827
8535,138,690,695,1,2.7981418402705827
8874,147,735,740,1,2.7981418402705827
9023,151,755,760,1,2.7981418402705827
9202,156,780,785,1,2.7981418402705827
9237,157,785,790,1,2.7981418402705827
9405,162,810,815,1,2.7981418402705827
9441,163,815,820,1,2.7981418402705827
9579,167,835,840,1,2.7981418402705827
9700,171,855,860,1,2.7981418402705827
10029,180,900,905,1,2.7981418402705827
10396,191,955,960,1,2.7981418402705827
10664,198,990,995,1,2.7981418402705827
10692,199,995,1000,1,2.7981418402705827
10732,200,1000,1005,1,2.7981418402705827
10763,201,1005,1010,1,2.7981418402705827
11068,210,1050,1055,1,2.7981418402705827
11151,213,1065,1070,1,2.7981418402705827
11496,224,1120,1125,1,2.7981418402705827
11594,228,1140,1145,1,2.7981418402705827
11595,228,1140,1145,1,2.7981418402705827
11685,231,1155,1160,1,2.7981418402705827
11810,236,1180,1185,1,2.7981418402705827
12272,254,1270,1275,1,2.7981418402705827
12327,256,1280,1285,1,2.7981418402705827
12522,265,1325,1330,1,2.7981418402705827
12842,280,1400,1405,1,2.7981418402705827
13184,296,1480,1485,1,2.7981418402705827
13399,308,1540,1545,1,2.7981418402705827
14149,372,1860,1865,1,2.7981418402705827
14401,424,2120,2125,1,2.7981418402705827
14412,429,2145,2150,1,2.7981418402705827
14443,443,2215,2220,1,2.7981418402705827
14464,456,2280,2285,1,2.7981418402705827
241,1,5,10,1,2.7981418402658114
448,2,10,15,1,2.7981418402658114
691,3,15,20,1,2.7981418402658114
692,3,15,20,1,2.7981418402658114
693,3,15,20,1,2.7981418402658114
1508,7,35,40,1,2.7981418402658114
1659,8,40,45,1,2.7981418402658114
1660,8,40,45,1,2.7981418402658114
1920,10,50,55,1,2.7981418402658114
2040,11,55,60,1,2.7981418402658114
2351,14,70,75,1,2.7981418402658114
2553,16,80,85,1,2.7981418402658114
4747,48,240,245,1,2.7981418402658114
5133,55,275,280,1,2.7981418402658114
5697,66,330,335,1,2.7981418402658114
5839,69,345,350,1,2.7981418402658114
7271,105,525,530,1,2.7981418402658114
7706,117,585,590,1,2.7981418402658114
8316,133,665,670,1,2.7981418402658114
8763,144,720,725,1,2.7981418402658114
9345,160,800,805,1,2.7981418402658114
9872,176,880,885,1,2.7981418402658114
10322,189,945,950,1,2.7981418402658114
10517,194,970,975,1,2.7981418402658114
10518,194,970,975,1,2.7981418402658114
10805,202,1010,1015,1,2.7981418402658114
10906,205,1025,1030,1,2.7981418402658114
10907,205,1025,1030,1,2.7981418402658114
11118,212,1060,1065,1,2.7981418402658114
11152,213,1065,1070,1,2.7981418402658114
11213,215,1075,1080,1,2.7981418402658114
11271,217,1085,1090,1,2.7981418402658114
11401,221,1105,1110,1,2.7981418402658114
11453,223,1115,1120,1,2.7981418402658114
11546,226,1130,1135,1,2.7981418402658114
12105,247,1235,1240,1,2.7981418402658114
12106,247,1235,1240,1,2.7981418402658114
12383,259,1295,1300,1,2.7981418402658114
12435,261,1305,1310,1,2.7981418402658114
13331,305,1525,1530,1,2.7981418402658114
13680,328,1640,1645,1,2.7981418402658114
13948,350,1750,1755,1,2.7981418402658114
13958,351,1755,1760,1,2.7981418402658114
14029,357,1785,1790,1,2.7981418402658114
14428,434,2170,2175,1,2.7981418402658114
14528,503,2515,2520,1,2.7981418402658114
240,1,5,10,1,2.7975623889247183
690,3,15,20,1,2.7975623889247183
1140,5,25,30,1,2.7975623889247183
1143,5,25,30,1,2.7975623889247183
1339,6,30,35,1,2.7975623889247183
1507,7,35,40,1,2.7975623889247183
1657,8,40,45,1,2.7975623889247183
1658,8,40,45,1,2.7975623889247183
1918,10,50,55,1,2.7975623889247183
2038,11,55,60,1,2.7975623889247183
2815,19,95,100,1,2.7975623889247183
3605,29,145,150,1,2.7975623889247183
5553,63,315,320,1,2.7975623889247183
5980,72,360,365,1,2.7975623889247183
6369,81,405,410,1,2.7975623889247183
6791,92,460,465,1,2.7975623889247183
7119,101,505,510,1,2.7975623889247183
7923,123,615,620,1,2.7975623889247183
8910,148,740,745,1,2.7975623889247183
8981,150,750,755,1,2.7975623889247183
9132,154,770,775,1,2.7975623889247183
9272,158,790,795,1,2.7975623889247183
9309,159,795,800,1,2.7975623889247183
9440,163,815,820,1,2.7975623889247183
9649,169,845,850,1,2.7975623889247183
10256,187,935,940,1,2.7975623889247183
10285,188,940,945,1,2.7975623889247183
10286,188,940,945,1,2.7975623889247183
10362,190,950,955,1,2.7975623889247183
10363,190,950,955,1,2.7975623889247183
10395,191,955,960,1,2.7975623889247183
10441,192,960,965,1,2.7975623889247183
10804,202,1010,1015,1,2.7975623889247183
11067,210,1050,1055,1,2.7975623889247183
11093,211,1055,1060,1,2.7975623889247183
11150,213,1065,1070,1,2.7975623889247183
11311,218,1090,1095,1,2.7975623889247183
11368,220,1100,1105,1,2.7975623889247183
11495,224,1120,1125,1,2.7975623889247183
11545,226,1130,1135,1,2.7975623889247183
11684,231,1155,1160,1,2.7975623889247183
11937,240,1200,1205,1,2.7975623889247183
12201,251,1255,1260,1,2.7975623889247183
13083,291,1455,1460,1,2.7975623889247183
13437,310,1550,1555,1,2.7975623889247183
13639,325,1625,1630,1,2.7975623889247183
14307,398,1990,1995,1,2.7975623889247183
14315,401,2005,2010,1,2.7975623889247183
14369,414,2070,2075,1,2.7975623889247183
14398,423,2115,2120,1,2.7975623889247183
14501,476,2380,2385,1,2.7975623889247183
14543,513,2565,2570,1,2.7975623889247183
64,0,0,5,1,2.797562388919948
923,4,20,25,1,2.797562388919948
1142,5,25,30,1,2.797562388919948
1144,5,25,30,1,2.797562388919948
1506,7,35,40,1,2.797562388919948
1786,9,45,50,1,2.797562388919948
1787,9,45,50,1,2.797562388919948
1917,10,50,55,1,2.797562388919948
2814,19,95,100,1,2.797562388919948
5132,55,275,280,1,2.797562388919948
5453,61,305,310,1,2.797562388919948
5747,67,335,340,1,2.797562388919948
6895,95,475,480,1,2.797562388919948
7600,114,570,575,1,2.797562388919948
7739,118,590,595,1,2.797562388919948
8225,131,655,660,1,2.797562388919948
9096,153,765,770,1,2.797562388919948
9952,178,890,895,1,2.797562388919948
10028,180,900,905,1,2.797562388919948
10129,183,915,920,1,2.797562388919948
10257,187,935,940,1,2.797562388919948
10321,189,945,950,1,2.797562388919948
10556,195,975,980,1,2.797562388919948
10663,198,990,995,1,2.797562388919948
10731,200,1000,1005,1,2.797562388919948
10905,205,1025,1030,1,2.797562388919948
10940,206,1030,1035,1,2.797562388919948
11245,216,1080,1085,1,2.797562388919948
11310,218,1090,1095,1,2.797562388919948
11345,219,1095,1100,1,2.797562388919948
11521,225,1125,1130,1,2.797562388919948
11790,235,1175,1180,1,2.797562388919948
11938,240,1200,1205,1,2.797562388919948
12015,244,1220,1225,1,2.797562388919948
12841,280,1400,1405,1,2.797562388919948
12972,286,1430,1435,1,2.797562388919948
13701,330,1650,1655,1,2.797562388919948
13877,344,1720,1725,1,2.797562388919948
13957,351,1755,1760,1,2.797562388919948
13974,352,1760,1765,1,2.797562388919948
14374,416,2080,2085,1,2.797562388919948
14499,475,2375,2380,1,2.797562388919948
14558,558,2790,2795,1,2.797562388919948
63,0,0,5,1,2.7969827008617605
238,1,5,10,1,2.7969827008617605
689,3,15,20,1,2.7969827008617605
1336,6,30,35,1,2.7969827008617605
1337,6,30,35,1,2.7969827008617605
1505,7,35,40,1,2.7969827008617605
1916,10,50,55,1,2.7969827008617605
2262,13,65,70,1,2.7969827008617605
2263,13,65,70,1,2.7969827008617605
2349,14,70,75,1,2.7969827008617605
2639,17,85,90,1,2.7969827008617605
3813,32,160,165,1,2.7969827008617605
5592,64,320,325,1,2.7969827008617605
6019,73,365,370,1,2.7969827008617605
6211,77,385,390,1,2.7969827008617605
6480,84,420,425,1,2.7969827008617605
6711,90,450,455,1,2.7969827008617605
7419,109,545,550,1,2.7969827008617605
7950,124,620,625,1,2.7969827008617605
8023,126,630,635,1,2.7969827008617605
9236,157,785,790,1,2.7969827008617605
9403,162,810,815,1,2.7969827008617605
9676,170,850,855,1,2.7969827008617605
10162,184,920,925,1,2.7969827008617605
10193,185,925,930,1,2.7969827008617605
10284,188,940,945,1,2.7969827008617605
10360,190,950,955,1,2.7969827008617605
10440,192,960,965,1,2.7969827008617605
10480,193,965,970,1,2.7969827008617605
10515,194,970,975,1,2.7969827008617605
10620,197,985,990,1,2.7969827008617605
10662,198,990,995,1,2.7969827008617605
10691,199,995,1000,1,2.7969827008617605
10878,204,1020,1025,1,2.7969827008617605
11011,208,1040,1045,1,2.7969827008617605
11092,211,1055,1060,1,2.7969827008617605
11344,219,1095,1100,1,2.7969827008617605
11400,221,1105,1110,1,2.7969827008617605
11630,229,1145,1150,1,2.7969827008617605
11714,232,1160,1165,1,2.7969827008617605
12128,248,1240,1245,1,2.7969827008617605
12347,257,1285,1290,1,2.7969827008617605
12433,261,1305,1310,1,2.7969827008617605
12434,261,1305,1310,1,2.7969827008617605
12730,275,1375,1380,1,2.7969827008617605
13754,334,1670,1675,1,2.7969827008617605
13912,347,1735,1740,1,2.7969827008617605
14191,379,1895,1900,1,2.7969827008617605
14255,389,1945,1950,1,2.7969827008617605
14302,397,1985,1990,1,2.7969827008617605
14335,405,2025,2030,1,2.7969827008617605
14397,423,2115,2120,1,2.7969827008617605
14462,455,2275,2280,1,2.7969827008617605
443,2,10,15,1,2.796982700856991
444,2,10,15,1,2.796982700856991
445,2,10,15,1,2.796982700856991
1656,8,40,45,1,2.796982700856991
1785,9,45,50,1,2.796982700856991
1915,10,50,55,1,2.796982700856991
2035,11,55,60,1,2.796982700856991
2036,11,55,60,1,2.796982700856991
2728,18,90,95,1,2.796982700856991
2813,19,95,100,1,2.796982700856991
2981,21,105,110,1,2.796982700856991
4367,41,205,210,1,2.796982700856991
5081,54,270,275,1,2.796982700856991
5345,59,295,300,1,2.796982700856991
6710,90,450,455,1,2.796982700856991
7043,99,495,500,1,2.796982700856991
7769,119,595,600,1,2.796982700856991
7986,125,625,630,1,2.796982700856991
8841,146,730,735,1,2.796982700856991
8909,148,740,745,1,2.796982700856991
9404,162,810,815,1,2.796982700856991
9471,164,820,825,1,2.796982700856991
9951,178,890,895,1,2.796982700856991
10361,190,950,955,1,2.796982700856991
10516,194,970,975,1,2.796982700856991
10621,197,985,990,1,2.796982700856991
10661,198,990,995,1,2.796982700856991
10730,200,1000,1005,1,2.796982700856991
10762,201,1005,1010,1,2.796982700856991
10843,203,1015,1020,1,2.796982700856991
11010,208,1040,1045,1,2.796982700856991
11117,212,1060,1065,1,2.796982700856991
11149,213,1065,1070,1,2.796982700856991
11244,216,1080,1085,1,2.796982700856991
11871,238,1190,1195,1,2.796982700856991
11872,238,1190,1195,1,2.796982700856991
11873,238,1190,1195,1,2.796982700856991
12688,273,1365,1370,1,2.796982700856991
12731,275,1375,1380,1,2.796982700856991
13445,311,1555,1560,1,2.796982700856991
13668,327,1635,1640,1,2.796982700856991
13679,328,1640,1645,1,2.796982700856991
13811,339,1695,1700,1,2.796982700856991
14241,386,1930,1935,1,2.796982700856991
14323,402,2010,2015,1,2.796982700856991
14371,415,2075,2080,1,2.796982700856991
14552,536,2680,2685,1,2.796982700856991
442,2,10,15,1,2.796402776128899
922,4,20,25,1,2.796402776128899
1137,5,25,30,1,2.796402776128899
1654,8,40,45,1,2.796402776128899
1913,10,50,55,1,2.796402776128899
1914,10,50,55,1,2.796402776128899
2034,11,55,60,1,2.796402776128899
2261,13,65,70,1,2.796402776128899
2348,14,70,75,1,2.796402776128899
2727,18,90,95,1,2.796402776128899
4696,47,235,240,1,2.796402776128899
5080,54,270,275,1,2.796402776128899
6210,77,385,390,1,2.796402776128899
6368,81,405,410,1,2.796402776128899
6518,85,425,430,1,2.796402776128899
7118,101,505,510,1,2.796402776128899
7516,112,560,565,1,2.796402776128899
7670,116,580,585,1,2.796402776128899
7671,116,580,585,1,2.796402776128899
9058,152,760,765,1,2.796402776128899
9131,154,770,775,1,2.796402776128899
9308,159,795,800,1,2.796402776128899
9618,168,840,845,1,2.796402776128899
9794,174,870,875,1,2.796402776128899
9988,179,895,900,1,2.796402776128899
10192,185,925,930,1,2.796402776128899
10320,189,945,950,1,2.796402776128899
10439,192,960,965,1,2.796402776128899
10555,195,975,980,1,2.796402776128899
10590,196,980,985,1,2.796402776128899
10660,198,990,995,1,2.796402776128899
10729,200,1000,1005,1,2.796402776128899
10803,202,1010,1015,1,2.796402776128899
11008,208,1040,1045,1,2.796402776128899
11066,210,1050,1055,1,2.796402776128899
11399,221,1105,1110,1,2.796402776128899
11593,228,1140,1145,1,2.796402776128899
11647,230,1150,1155,1,2.796402776128899
11683,231,1155,1160,1,2.796402776128899
12146,249,1245,1250,1,2.796402776128899
12361,258,1290,1295,1,2.796402776128899
12564,267,1335,1340,1,2.796402776128899
12665,272,1360,1365,1,2.796402776128899
12894,282,1410,1415,1,2.796402776128899
13330,305,1525,1530,1,2.796402776128899
13890,345,1725,1730,1,2.796402776128899
14218,382,1910,1915,1,2.796402776128899
14311,399,1995,2000,1,2.796402776128899
14391,421,2105,2110,1,2.796402776128899
14496,472,2360,2365,1,2.796402776128899
14548,532,2660,2665,1,2.796402776128899
236,1,5,10,1,2.7964027761241304
921,4,20,25,1,2.7964027761241304
1138,5,25,30,1,2.7964027761241304
1504,7,35,40,1,2.7964027761241304
1655,8,40,45,1,2.7964027761241304
2148,12,60,65,1,2.7964027761241304
2150,12,60,65,1,2.7964027761241304
2151,12,60,65,1,2.7964027761241304
2260,13,65,70,1,2.7964027761241304
2446,15,75,80,1,2.7964027761241304
3147,23,115,120,1,2.7964027761241304
5238,57,285,290,1,2.7964027761241304
5393,60,300,305,1,2.7964027761241304
5891,70,350,355,1,2.7964027761241304
6635,88,440,445,1,2.7964027761241304
7042,99,495,500,1,2.7964027761241304
8442,136,680,685,1,2.7964027761241304
8980,150,750,755,1,2.7964027761241304
9502,165,825,830,1,2.7964027761241304
9648,169,845,850,1,2.7964027761241304
9699,171,855,860,1,2.7964027761241304
9841,175,875,880,1,2.7964027761241304
9871,176,880,885,1,2.7964027761241304
10058,181,905,910,1,2.7964027761241304
10283,188,940,945,1,2.7964027761241304
10437,192,960,965,1,2.7964027761241304
10438,192,960,965,1,2.7964027761241304
10591,196,980,985,1,2.7964027761241304
10904,205,1025,1030,1,2.7964027761241304
11007,208,1040,1045,1,2.7964027761241304
11009,208,1040,1045,1,2.7964027761241304
11242,216,1080,1085,1,2.7964027761241304
11243,216,1080,1085,1,2.7964027761241304
11270,217,1085,1090,1,2.7964027761241304
11309,218,1090,1095,1,2.7964027761241304
11936,240,1200,1205,1,2.7964027761241304
12478,263,1315,1320,1,2.7964027761241304
12498,264,1320,1325,1,2.7964027761241304
12840,280,1400,1405,1,2.7964027761241304
13531,317,1585,1590,1,2.7964027761241304
14009,355,1775,1780,1,2.7964027761241304
14112,367,1835,1840,1,2.7964027761241304
14334,405,2025,2030,1,2.7964027761241304
14533,506,2530,2535,1,2.7964027761241304
14549,533,2665,2670,1,2.7964027761241304
235,1,5,10,1,2.795822614775947
440,2,10,15,1,2.795822614775947
919,4,20,25,1,2.795822614775947
1333,6,30,35,1,2.795822614775947
1335,6,30,35,1,2.795822614775947
1653,8,40,45,1,2.795822614775947
1912,10,50,55,1,2.795822614775947
2146,12,60,65,1,2.795822614775947
2345,14,70,75,1,2.795822614775947
2346,14,70,75,1,2.795822614775947
2445,15,75,80,1,2.795822614775947
3307,25,125,130,1,2.795822614775947
4460,43,215,220,1,2.795822614775947
5452,61,305,310,1,2.795822614775947
5979,72,360,365,1,2.795822614775947
6329,80,400,405,1,2.795822614775947
6479,84,420,425,1,2.795822614775947
6856,94,470,475,1,2.795822614775947
7185,103,515,520,1,2.795822614775947
7448,110,550,555,1,2.795822614775947
8801,145,725,730,1,2.795822614775947
8908,148,740,745,1,2.795822614775947
9057,152,760,765,1,2.795822614775947
9171,155,775,780,1,2.795822614775947
9402,162,810,815,1,2.795822614775947
9439,163,815,820,1,2.795822614775947
9539,166,830,835,1,2.795822614775947
9578,167,835,840,1,2.795822614775947
9647,169,845,850,1,2.795822614775947
9793,174,870,875,1,2.795822614775947
9949,178,890,895,1,2.795822614775947
10027,180,900,905,1,2.795822614775947
10619,197,985,990,1,2.795822614775947
10659,198,990,995,1,2.795822614775947
10690,199,995,1000,1,2.795822614775947
10802,202,1010,1015,1,2.795822614775947
11115,212,1060,1065,1,2.795822614775947
11343,219,1095,1100,1,2.795822614775947
11629,229,1145,1150,1,2.795822614775947
11909,239,1195,1200,1,2.795822614775947
12176,250,1250,1255,1,2.795822614775947
12200,251,1255,1260,1,2.795822614775947
12411,260,1300,1305,1,2.795822614775947
12715,274,1370,1375,1,2.795822614775947
13106,292,1460,1465,1,2.795822614775947
13568,320,1600,1605,1,2.795822614775947
13740,333,1665,1670,1,2.795822614775947
13911,347,1735,1740,1,2.795822614775947
14087,365,1825,1830,1,2.795822614775947
14099,366,1830,1835,1,2.795822614775947
14441,442,2210,2215,1,2.795822614775947
14469,458,2290,2295,1,2.795822614775947
14534,508,2540,2545,1,2.795822614775947
688,3,15,20,1,2.795822614771179
920,4,20,25,1,2.795822614771179
1136,5,25,30,1,2.795822614771179
1503,7,35,40,1,2.795822614771179
1911,10,50,55,1,2.795822614771179
2147,12,60,65,1,2.795822614771179
2549,16,80,85,1,2.795822614771179
2551,16,80,85,1,2.795822614771179
3469,27,135,140,1,2.795822614771179
5658,65,325,330,1,2.795822614771179
6063,74,370,375,1,2.795822614771179
6443,83,415,420,1,2.795822614771179
6517,85,425,430,1,2.795822614771179
7358,107,535,540,1,2.795822614771179
8315,133,665,670,1,2.795822614771179
8979,150,750,755,1,2.795822614771179
9235,157,785,790,1,2.795822614771179
9271,158,790,795,1,2.795822614771179
9373,161,805,810,1,2.795822614771179
9438,163,815,820,1,2.795822614771179
9734,172,860,865,1,2.795822614771179
9765,173,865,870,1,2.795822614771179
9950,178,890,895,1,2.795822614771179
9987,179,895,900,1,2.795822614771179
10160,184,920,925,1,2.795822614771179
10161,184,920,925,1,2.795822614771179
10728,200,1000,1005,1,2.795822614771179
10976,207,1035,1040,1,2.795822614771179
10977,207,1035,1040,1,2.795822614771179
11065,210,1050,1055,1,2.795822614771179
11091,211,1055,1060,1,2.795822614771179
11116,212,1060,1065,1,2.795822614771179
11544,226,1130,1135,1,2.795822614771179
11566,227,1135,1140,1,2.795822614771179
11592,228,1140,1145,1,2.795822614771179
11713,232,1160,1165,1,2.795822614771179
12047,245,1225,1230,1,2.795822614771179
12175,250,1250,1255,1,2.795822614771179
12326,256,1280,1285,1,2.795822614771179
14155,373,1865,1870,1,2.795822614771179
14266,391,1955,1960,1,2.795822614771179
14280,393,1965,1970,1,2.795822614771179
14487,466,2330,2335,1,2.795822614771179
14553,537,2685,2690,1,2.795822614771179
917,4,20,25,1,2.795242216852715
1134,5,25,30,1,2.795242216852715
1502,7,35,40,1,2.795242216852715
1783,9,45,50,1,2.795242216852715
2032,11,55,60,1,2.795242216852715
2033,11,55,60,1,2.795242216852715
2444,15,75,80,1,2.795242216852715
2980,21,105,110,1,2.795242216852715
3227,24,120,125,1,2.795242216852715
5696,66,330,335,1,2.795242216852715
6259,78,390,395,1,2.795242216852715
6709,90,450,455,1,2.795242216852715
7041,99,495,500,1,2.795242216852715
7418,109,545,550,1,2.795242216852715
7814,120,600,605,1,2.795242216852715
8269,132,660,665,1,2.795242216852715
8696,142,710,715,1,2.795242216852715
8799,145,725,730,1,2.795242216852715
8800,145,725,730,1,2.795242216852715
8840,146,730,735,1,2.795242216852715
9170,155,775,780,1,2.795242216852715
9234,157,785,790,1,2.795242216852715
9538,166,830,835,1,2.795242216852715
10513,194,970,975,1,2.795242216852715
10514,194,970,975,1,2.795242216852715
11006,208,1040,1045,1,2.795242216852715
11308,218,1090,1095,1,2.795242216852715
11342,219,1095,1100,1,2.795242216852715
11431,222,1110,1115,1,2.795242216852715
11627,229,1145,1150,1,2.795242216852715
11628,229,1145,1150,1,2.795242216852715
11870,238,1190,1195,1,2.795242216852715
12014,244,1220,1225,1,2.795242216852715
12453,262,1310,1315,1,2.795242216852715
13081,291,1455,1460,1,2.795242216852715
13082,291,1455,1460,1,2.795242216852715
13490,314,1570,1575,1,2.795242216852715
13508,316,1580,1585,1,2.795242216852715
13983,353,1765,1770,1,2.795242216852715
14111,367,1835,1840,1,2.795242216852715
14135,370,1850,1855,1,2.795242216852715
14249,387,1935,1940,1,2.795242216852715
14427,434,2170,2175,1,2.795242216852715
14503,478,2390,2395,1,2.795242216852715
234,1,5,10,1,2.7952422168479485
686,3,15,20,1,2.7952422168479485
1133,5,25,30,1,2.7952422168479485
1135,5,25,30,1,2.7952422168479485
1331,6,30,35,1,2.7952422168479485
1910,10,50,55,1,2.7952422168479485
2258,13,65,70,1,2.7952422168479485
2637,17,85,90,1,2.7952422168479485
2638,17,85,90,1,2.7952422168479485
3306,25,125,130,1,2.7952422168479485
4863,50,250,255,1,2.7952422168479485
5451,61,305,310,1,2.7952422168479485
6258,78,390,395,1,2.7952422168479485
6604,87,435,440,1,2.7952422168479485
6605,87,435,440,1,2.7952422168479485
7738,118,590,595,1,2.7952422168479485
8022,126,630,635,1,2.7952422168479485
8224,131,655,660,1,2.7952422168479485
8485,137,685,690,1,2.7952422168479485
8577,139,695,700,1,2.7952422168479485
8657,141,705,710,1,2.7952422168479485
8907,148,740,745,1,2.7952422168479485
9056,152,760,765,1,2.7952422168479485
9130,154,770,775,1,2.7952422168479485
9344,160,800,805,1,2.7952422168479485
9840,175,875,880,1,2.7952422168479485
9907,177,885,890,1,2.7952422168479485
10319,189,945,950,1,2.7952422168479485
10359,190,950,955,1,2.7952422168479485
10436,192,960,965,1,2.7952422168479485
10512,194,970,975,1,2.7952422168479485
10618,197,985,990,1,2.7952422168479485
11494,224,1120,1125,1,2.7952422168479485
11646,230,1150,1155,1,2.7952422168479485
11841,237,1185,1190,1,2.7952422168479485
11842,237,1185,1190,1,2.7952422168479485
12325,256,1280,1285,1,2.7952422168479485
12987,287,1435,1440,1,2.7952422168479485
13060,290,1450,1455,1,2.7952422168479485
13206,297,1485,1490,1,2.7952422168479485
13889,345,1725,1730,1,2.7952422168479485
14314,401,2005,2010,1,2.7952422168479485
14395,422,2110,2115,1,2.7952422168479485
14459,452,2260,2265,1,2.7952422168479485
14474,461,2305,2310,1,2.7952422168479485
438,2,10,15,1,2.7946615824050847
684,3,15,20,1,2.7946615824050847
1131,5,25,30,1,2.7946615824050847
